DrugA,DrugB,tanimoto,feature_jsim,feature_dsim,feature_osim
METHYL AMINOLEVULINATE,SEMAGLUTIDE,0.058441558,0,0,0
METHYL AMINOLEVULINATE,SETMELANOTIDE,0.083333333,0,0,0
METHYL AMINOLEVULINATE,SITAGLIPTIN,0.076923077,0,0,0
METHYL AMINOLEVULINATE,SODIUM LAURYL SULFOACETATE,0.2,0,0,0
METHYL AMINOLEVULINATE,SUCCINYLCHOLINE,0.344827586,0,0,0
METHYL AMINOLEVULINATE,TADALAFIL,0.042253521,0,0,0
METHYL AMINOLEVULINATE,TIBOLONE,0.064516129,0,0,0
METHYL AMINOLEVULINATE,TECHNETIUM TC-99M PYROPHOSPHATE,0.068965517,0,0,0
METHYL AMINOLEVULINATE,TENOFOVIR DISOPROXIL,0.107692308,0,0,0
METHYL AMINOLEVULINATE,TEMAZEPAM,0.071428571,0,0,0
METHYL AMINOLEVULINATE,TESTOSTERONE UNDECANOATE,0.174603175,0,0,0
METHYL AMINOLEVULINATE,THIOTEPA,0,0,0,0
METHYL AMINOLEVULINATE,TIROFIBAN,0.121212121,0,0,0
METHYL AMINOLEVULINATE,TOLCAPONE,0.081632653,0,0,0
METHYL AMINOLEVULINATE,TRIMIPRAMINE,0.040816327,0,0,0
METHYL AMINOLEVULINATE,TROLEANDOMYCIN,0.074074074,0,0,0
METHYL AMINOLEVULINATE,TYROPANOIC ACID,0.156862745,0,0,0
METHYL AMINOLEVULINATE,VADADUSTAT,0.092592593,0,0,0
METHYL AMINOLEVULINATE,VALACICLOVIR,0.116666667,0,0,0
METHYL AMINOLEVULINATE,VALINE,0.166666667,0,0,0
METHYL AMINOLEVULINATE,VINFLUNINE,0.092592593,0,0,0
METHYL AMINOLEVULINATE,VOCLOSPORIN,0.056818182,0,0,0
METHYL AMINOLEVULINATE,XYLOSE,0.085714286,0,0,0
METHYL AMINOLEVULINATE,ZINC SULFATE,0.038461538,0,0,0
METHYL AMINOLEVULINATE,ZOTEPINE,0.071428571,0,0,0
METHYL AMINOLEVULINATE,ZUCAPSAICIN,0.163636364,0,0,0
MIZOLASTINE,ACETYLCARNITINE,0.051948052,0,0,0
MIZOLASTINE,ACETYLCYSTEINE,0.055555556,0,0,0
MIZOLASTINE,ALIMEMAZINE,0.162162162,0,0,0
MIZOLASTINE,ALLANTOIN,0.082191781,0,0,0
MIZOLASTINE,ALMASILATE,0.016393443,0,0,0
MIZOLASTINE,ALUMINUM HYDROXIDE,0,0,0,0
MIZOLASTINE,AMISULPRIDE,0.115789474,0,0,0
MIZOLASTINE,AMPICILLIN,0.149425287,0,0,0
MIZOLASTINE,ARMODAFINIL,0.125,0,0,0
MIZOLASTINE,ARTEMOTIL,0.055555556,0,0,0
MIZOLASTINE,ATOGEPANT,0.157894737,0,0,0
MIZOLASTINE,ATORVASTATIN,0.186813187,0.038461538,0.074074074,0.196116135
MIZOLASTINE,AVOBENZONE,0.106666667,0,0,0
MIZOLASTINE,BENDAMUSTINE,0.176470588,0,0,0
MIZOLASTINE,BETHANIDINE,0.14084507,0,0,0
MIZOLASTINE,BIOTIN,0.098765432,0,0,0
MIZOLASTINE,BISPHENOL A DIGLYCIDYL ETHER,0.136986301,0,0,0
MIZOLASTINE,BINIMETINIB,0.131313131,0,0,0
MIZOLASTINE,BOSENTAN,0.164948454,0,0,0
MIZOLASTINE,BREXANOLONE,0.058139535,0,0,0
MIZOLASTINE,BRILLIANT BLUE G,0.109243697,0,0,0
MIZOLASTINE,BROMAZEPAM,0.172839506,0,0,0
MIZOLASTINE,BUTABARBITAL,0.098591549,0,0,0
MIZOLASTINE,CABAZITAXEL,0.122137405,0,0,0
MIZOLASTINE,CALCIUM LACTATE,0.046153846,0,0,0
MIZOLASTINE,CARBAMAZEPINE,0.114285714,0,0,0
MIZOLASTINE,CARBAMIDE PEROXIDE,0.016393443,0,0,0
MIZOLASTINE,CARPROFEN,0.12345679,0,0,0
MIZOLASTINE,CEFAZOLIN,0.134615385,0,0,0
MIZOLASTINE,CEFMETAZOLE,0.119266055,0,0,0
MIZOLASTINE,CEFTAZIDIME,0.113043478,0,0,0
MIZOLASTINE,CEFPODOXIME,0.125,0,0,0
MIZOLASTINE,CHLORMERODRIN,0.077922078,0,0,0
MIZOLASTINE,CHLOROXYLENOL,0.059701493,0,0,0
MIZOLASTINE,CHLORPHENESIN CARBAMATE,0.118421053,0,0,0
MIZOLASTINE,CHROMIUM CR-51,0,0,0,0
MIZOLASTINE,CHROMIUM PICOLINATE,0.149253731,0,0,0
MIZOLASTINE,CIPROFIBRATE,0.101265823,0,0,0
MIZOLASTINE,CLASCOTERONE,0.103092784,0.111111111,0.2,0.333333333
MIZOLASTINE,CLAVULANIC ACID,0.113924051,0,0,0
MIZOLASTINE,CLIDINIUM,0.148148148,0,0,0
MIZOLASTINE,CISATRACURIUM,0.127659574,0,0,0
MIZOLASTINE,COCARBOXYLASE,0.090909091,0,0,0
MIZOLASTINE,CYCLOPHOSPHAMIDE,0.123287671,0,0,0
MIZOLASTINE,CYPROTERONE ACETATE,0.103092784,0,0,0
MIZOLASTINE,DAPSONE,0.075757576,0,0,0
MIZOLASTINE,DAPTOMYCIN,0.104575163,0,0,0
MIZOLASTINE,DEXBROMPHENIRAMINE,0.2,0,0,0
MIZOLASTINE,DEXPANTHENOL,0.081081081,0,0,0
MIZOLASTINE,DIAZOXIDE,0.103896104,0,0,0
MIZOLASTINE,DIETHYLTOLUAMIDE,0.123287671,0,0,0
MIZOLASTINE,DIMAZOLE,0.13253012,0,0,0
MIZOLASTINE,DIMERCAPROL,0.03030303,0,0,0
MIZOLASTINE,DIMETOTIAZINE,0.152941176,0,0,0
MIZOLASTINE,DIMENHYDRINATE,0.220930233,0,0,0
MIZOLASTINE,DIIODOHYDROXYQUINOLINE,0.109589041,0,0,0
MIZOLASTINE,DL-ALPHA-TOCOPHEROL,0.066666667,0,0,0
MIZOLASTINE,DOMIPHEN,0.133333333,0,0,0
MIZOLASTINE,DOSULEPIN,0.12345679,0.05,0.095238095,0.223606798
MIZOLASTINE,DOPAMINE,0.085714286,0,0,0
MIZOLASTINE,DROXIDOPA,0.093333333,0,0,0
MIZOLASTINE,ENOXACIN,0.2,0,0,0
MIZOLASTINE,EMPAGLIFLOZIN,0.12371134,0,0,0
MIZOLASTINE,EPICRIPTINE,0.12295082,0,0,0
MIZOLASTINE,ERIBULIN,0.081967213,0,0,0
MIZOLASTINE,ESTRADIOL BENZOATE,0.115789474,0,0,0
MIZOLASTINE,ETHCHLORVYNOL,0.040540541,0,0,0
MIZOLASTINE,ETHYNODIOL DIACETATE,0.081632653,0,0,0
MIZOLASTINE,FELBAMATE,0.128571429,0,0,0
MIZOLASTINE,FELODIPINE,0.144578313,0.047619048,0.090909091,0.21821789
MIZOLASTINE,FESOTERODINE,0.149425287,0.125,0.222222222,0.353553391
MIZOLASTINE,FIDAXOMICIN,0.102040816,0,0,0
MIZOLASTINE,FLUORIDE ION F-18,0,0,0,0
MIZOLASTINE,FLUTAMIDE,0.108433735,0,0,0
MIZOLASTINE,FLUTICASONE,0.098039216,0,0,0
MIZOLASTINE,FLOCTAFENINE,0.175824176,0,0,0
MIZOLASTINE,FORMALDEHYDE,0.01754386,0,0,0
MIZOLASTINE,FOSDENOPTERIN,0.127659574,0,0,0
MIZOLASTINE,FOSTAMATINIB,0.127272727,0,0,0
MIZOLASTINE,GANAXOLONE,0.057471264,0.047619048,0.090909091,0.21821789
MIZOLASTINE,GADOTERIC ACID,0.070422535,0,0,0
MIZOLASTINE,GADOTERIDOL,0.109589041,0,0,0
MIZOLASTINE,GADOPICLENOL,0.155555556,0,0,0
MIZOLASTINE,GRANISETRON,0.195121951,0,0,0
MIZOLASTINE,GUANIDINE,0.016666667,0,0,0
MIZOLASTINE,HALOFANTRINE,0.106382979,0.166666667,0.285714286,0.40824829
MIZOLASTINE,HOMATROPINE,0.184210526,0,0,0
MIZOLASTINE,IBANDRONATE,0.064102564,0,0,0
MIZOLASTINE,IOBENGUANE,0.08,0,0,0
MIZOLASTINE,IOBITRIDOL,0.095238095,0,0,0
MIZOLASTINE,IOXILAN,0.101123596,0,0,0
MIZOLASTINE,IMIDUREA,0.118421053,0,0,0
MIZOLASTINE,IVERMECTIN,0.084507042,0.111111111,0.2,0.333333333
MIZOLASTINE,ISOPROPYL MYRISTATE,0.054054054,0,0,0
MIZOLASTINE,KAVA,0.079545455,0,0,0
MIZOLASTINE,LINAGLIPTIN,0.24742268,0,0,0
MIZOLASTINE,LIGHT GREEN SF YELLOWISH,0.1,0,0,0
MIZOLASTINE,LIFITEGRAST,0.132743363,0,0,0
MIZOLASTINE,LURASIDONE,0.163043478,0,0,0
MIZOLASTINE,LUMEFANTRINE,0.085106383,0.5,0.666666667,0.707106781
MIZOLASTINE,LUSUTROMBOPAG,0.094017094,0,0,0
MIZOLASTINE,MAZINDOL,0.135802469,0,0,0
MIZOLASTINE,MAFENIDE,0.102941176,0,0,0
MIZOLASTINE,MELOXICAM,0.125,0,0,0
MIZOLASTINE,MERADIMATE,0.158536585,0,0,0
MIZOLASTINE,METHOCARBAMOL,0.146666667,0,0,0
MIZOLASTINE,METFORMIN,0.058823529,0,0,0
MIZOLASTINE,METARAMINOL,0.095890411,0,0,0
MIZOLASTINE,METAXALONE,0.157894737,0,0,0
MIZOLASTINE,METHYL AMINOLEVULINATE,0.041666667,0,0,0
MIZOLASTINE,MIZOLASTINE,1,1,1,1
MIZOLASTINE,MINOCYCLINE,0.098039216,0,0,0
MIZOLASTINE,MORPHINE,0.086956522,0,0,0
MIZOLASTINE,MYCOPHENOLIC ACID,0.074468085,0,0,0
MIZOLASTINE,NABILONE,0.103092784,0,0,0
MIZOLASTINE,NALOXONE,0.103092784,0,0,0
MIZOLASTINE,NAFARELIN,0.165517241,0,0,0
MIZOLASTINE,NELARABINE,0.112359551,0,0,0
MIZOLASTINE,NIACIN,0.117647059,0.076923077,0.142857143,0.277350098
MIZOLASTINE,NORGESTIMATE,0.077669903,0,0,0
MIZOLASTINE,NORFLURANE,0.032786885,0,0,0
MIZOLASTINE,OUABAIN,0.116071429,0,0,0
MIZOLASTINE,OMIDENEPAG ISOPROPYL,0.153846154,0,0,0
MIZOLASTINE,OLMESARTAN,0.215053763,0,0,0
MIZOLASTINE,OTESECONAZOLE,0.15625,0,0,0
MIZOLASTINE,OXYMETAZOLINE,0.120481928,0,0,0
MIZOLASTINE,OXITRIPTAN,0.111111111,0,0,0
MIZOLASTINE,PALONOSETRON,0.129411765,0.25,0.4,0.5
MIZOLASTINE,PADIMATE O,0.135802469,0,0,0
MIZOLASTINE,PANCURONIUM,0.081632653,0,0,0
MIZOLASTINE,PARTHENOLIDE,0.11627907,0,0,0
MIZOLASTINE,PEXIDARTINIB,0.130434783,0,0,0
MIZOLASTINE,PHENINDAMINE,0.141025641,0,0,0
MIZOLASTINE,PIMECROLIMUS,0.112,0,0,0
MIZOLASTINE,PINDOLOL,0.119047619,0.032258065,0.0625,0.179605302
MIZOLASTINE,PILOCARPINE,0.12345679,0,0,0
MIZOLASTINE,PIRENZEPINE,0.195402299,0,0,0
MIZOLASTINE,PIRBUTEROL,0.098765432,0,0,0
MIZOLASTINE,POTASSIUM CATION,0,0,0,0
MIZOLASTINE,PRAMIPEXOLE,0.097560976,0,0,0
MIZOLASTINE,PRILOCAINE,0.113924051,0,0,0
MIZOLASTINE,PRIMAQUINE,0.126436782,0.125,0.222222222,0.353553391
MIZOLASTINE,PROPYL ALCOHOL,0.032786885,0,0,0
MIZOLASTINE,PREDNISOLONE PHOSPHATE,0.099009901,0,0,0
MIZOLASTINE,PRAZIQUANTEL,0.141176471,0,0,0
MIZOLASTINE,PSEUDOEPHEDRINE,0.115942029,0,0,0
MIZOLASTINE,REPOTRECTINIB,0.208791209,0,0,0
MIZOLASTINE,RIFAXIMIN,0.106870229,0,0,0
MIZOLASTINE,RIMEXOLONE,0.129032258,0,0,0
MIZOLASTINE,RITODRINE,0.133333333,0,0,0
MIZOLASTINE,RAMELTEON,0.164705882,0,0,0
MIZOLASTINE,SELENIUM SULFIDE,0,0,0,0
MIZOLASTINE,SEMAGLUTIDE,0.093922652,0,0,0
MIZOLASTINE,SETMELANOTIDE,0.142857143,0,0,0
MIZOLASTINE,SITAGLIPTIN,0.129032258,0,0,0
MIZOLASTINE,SODIUM LAURYL SULFOACETATE,0.0375,0,0,0
MIZOLASTINE,SUCCINYLCHOLINE,0.057142857,0,0,0
MIZOLASTINE,TADALAFIL,0.159574468,0,0,0
MIZOLASTINE,TIBOLONE,0.086021505,0,0,0
MIZOLASTINE,TECHNETIUM TC-99M PYROPHOSPHATE,0.015384615,0,0,0
MIZOLASTINE,TENOFOVIR DISOPROXIL,0.103092784,0,0,0
MIZOLASTINE,TEMAZEPAM,0.144578313,0,0,0
MIZOLASTINE,TESTOSTERONE UNDECANOATE,0.101010101,0,0,0
MIZOLASTINE,THIOTEPA,0.047619048,0,0,0
MIZOLASTINE,TIROFIBAN,0.172043011,0,0,0
MIZOLASTINE,TOLCAPONE,0.060240964,0,0,0
MIZOLASTINE,TRIMIPRAMINE,0.178082192,0.034482759,0.066666667,0.185695338
MIZOLASTINE,TROLEANDOMYCIN,0.089285714,0,0,0
MIZOLASTINE,TYROPANOIC ACID,0.08045977,0,0,0
MIZOLASTINE,VADADUSTAT,0.119047619,0,0,0
MIZOLASTINE,VALACICLOVIR,0.159090909,0,0,0
MIZOLASTINE,VALINE,0.060606061,0,0,0
MIZOLASTINE,VINFLUNINE,0.15037594,0,0,0
MIZOLASTINE,VOCLOSPORIN,0.103448276,0,0,0
MIZOLASTINE,XYLOSE,0.073529412,0,0,0
MIZOLASTINE,ZINC SULFATE,0.016393443,0,0,0
MIZOLASTINE,ZOTEPINE,0.130952381,0,0,0
MIZOLASTINE,ZUCAPSAICIN,0.112359551,0,0,0
MINOCYCLINE,ACETYLCARNITINE,0.050632911,0,0,0
MINOCYCLINE,ACETYLCYSTEINE,0.068493151,0.025,0.048780488,0.05143445
MINOCYCLINE,ALIMEMAZINE,0.073170732,0,0,0
MINOCYCLINE,ALLANTOIN,0.125,0,0,0
MINOCYCLINE,ALMASILATE,0.015873016,0,0,0
MINOCYCLINE,ALUMINUM HYDROXIDE,0,0,0,0
MINOCYCLINE,AMISULPRIDE,0.161290323,0,0,0
MINOCYCLINE,AMPICILLIN,0.146067416,0,0,0
MINOCYCLINE,ARMODAFINIL,0.136986301,0,0,0
MINOCYCLINE,ARTEMOTIL,0.077777778,0,0,0
MINOCYCLINE,ATOGEPANT,0.13559322,0.028571429,0.055555556,0.06415003
MINOCYCLINE,ATORVASTATIN,0.089108911,0,0,0
MINOCYCLINE,AVOBENZONE,0.118421053,0,0,0
MINOCYCLINE,BENDAMUSTINE,0.108695652,0,0,0
MINOCYCLINE,BETHANIDINE,0.064102564,0,0,0
MINOCYCLINE,BIOTIN,0.096385542,0,0,0
MINOCYCLINE,BISPHENOL A DIGLYCIDYL ETHER,0.075949367,0,0,0
MINOCYCLINE,BINIMETINIB,0.085714286,0,0,0
MINOCYCLINE,BOSENTAN,0.095238095,0,0,0
MINOCYCLINE,BREXANOLONE,0.107142857,0,0,0
MINOCYCLINE,BRILLIANT BLUE G,0.089430894,0,0,0
MINOCYCLINE,BROMAZEPAM,0.102272727,0,0,0
MINOCYCLINE,BUTABARBITAL,0.066666667,0,0,0
MINOCYCLINE,CABAZITAXEL,0.128787879,0,0,0
MINOCYCLINE,CALCIUM LACTATE,0.060606061,0,0,0
MINOCYCLINE,CARBAMAZEPINE,0.142857143,0,0,0
MINOCYCLINE,CARBAMIDE PEROXIDE,0.084745763,0,0,0
MINOCYCLINE,CARPROFEN,0.107142857,0.034482759,0.066666667,0.111111111
MINOCYCLINE,CEFAZOLIN,0.100917431,0.025,0.048780488,0.05143445
MINOCYCLINE,CEFMETAZOLE,0.107142857,0,0,0
MINOCYCLINE,CEFTAZIDIME,0.092436975,0.03030303,0.058823529,0.072739297
MINOCYCLINE,CEFPODOXIME,0.101851852,0,0,0
MINOCYCLINE,CHLORMERODRIN,0.103896104,0,0,0
MINOCYCLINE,CHLOROXYLENOL,0.073529412,0,0,0
MINOCYCLINE,CHLORPHENESIN CARBAMATE,0.144736842,0,0,0
MINOCYCLINE,CHROMIUM CR-51,0,0,0,0
MINOCYCLINE,CHROMIUM PICOLINATE,0.082191781,0,0,0
MINOCYCLINE,CIPROFIBRATE,0.141025641,0,0,0
MINOCYCLINE,CLASCOTERONE,0.112244898,0,0,0
MINOCYCLINE,CLAVULANIC ACID,0.111111111,0,0,0
MINOCYCLINE,CLIDINIUM,0.104651163,0,0,0
MINOCYCLINE,CISATRACURIUM,0.113402062,0,0,0
MINOCYCLINE,COCARBOXYLASE,0.067961165,0,0,0
MINOCYCLINE,CYCLOPHOSPHAMIDE,0.05,0,0,0
MINOCYCLINE,CYPROTERONE ACETATE,0.12371134,0,0,0
MINOCYCLINE,DAPSONE,0.089552239,0,0,0
MINOCYCLINE,DAPTOMYCIN,0.117647059,0,0,0
MINOCYCLINE,DEXBROMPHENIRAMINE,0.082352941,0,0,0
MINOCYCLINE,DEXPANTHENOL,0.064935065,0,0,0
MINOCYCLINE,DIAZOXIDE,0.0875,0,0,0
MINOCYCLINE,DIETHYLTOLUAMIDE,0.12,0,0,0
MINOCYCLINE,DIMAZOLE,0.078651685,0,0,0
MINOCYCLINE,DIMERCAPROL,0.014492754,0,0,0
MINOCYCLINE,DIMETOTIAZINE,0.086956522,0,0,0
MINOCYCLINE,DIMENHYDRINATE,0.091836735,0,0,0
MINOCYCLINE,DIIODOHYDROXYQUINOLINE,0.064102564,0,0,0
MINOCYCLINE,DL-ALPHA-TOCOPHEROL,0.088888889,0,0,0
MINOCYCLINE,DOMIPHEN,0.048192771,0,0,0
MINOCYCLINE,DOSULEPIN,0.094117647,0,0,0
MINOCYCLINE,DOPAMINE,0.114285714,0,0,0
MINOCYCLINE,DROXIDOPA,0.150684932,0,0,0
MINOCYCLINE,ENOXACIN,0.106382979,0,0,0
MINOCYCLINE,EMPAGLIFLOZIN,0.067307692,0,0,0
MINOCYCLINE,EPICRIPTINE,0.139344262,0,0,0
MINOCYCLINE,ERIBULIN,0.107438017,0,0,0
MINOCYCLINE,ESTRADIOL BENZOATE,0.14893617,0,0,0
MINOCYCLINE,ETHCHLORVYNOL,0.053333333,0,0,0
MINOCYCLINE,ETHYNODIOL DIACETATE,0.102040816,0,0,0
MINOCYCLINE,FELBAMATE,0.125,0,0,0
MINOCYCLINE,FELODIPINE,0.141176471,0,0,0
MINOCYCLINE,FESOTERODINE,0.108695652,0,0,0
MINOCYCLINE,FIDAXOMICIN,0.100671141,0,0,0
MINOCYCLINE,FLUORIDE ION F-18,0,0,0,0
MINOCYCLINE,FLUTAMIDE,0.105882353,0,0,0
MINOCYCLINE,FLUTICASONE,0.128712871,0,0,0
MINOCYCLINE,FLOCTAFENINE,0.101010101,0,0,0
MINOCYCLINE,FORMALDEHYDE,0.016949153,0,0,0
MINOCYCLINE,FOSDENOPTERIN,0.113402062,0.033333333,0.064516129,0.096225045
MINOCYCLINE,FOSTAMATINIB,0.095652174,0.00297619,0.005934718,0.010930431
MINOCYCLINE,GANAXOLONE,0.13253012,0,0,0
MINOCYCLINE,GADOTERIC ACID,0.054054054,0,0,0
MINOCYCLINE,GADOTERIDOL,0.064102564,0,0,0
MINOCYCLINE,GADOPICLENOL,0.081632653,0,0,0
MINOCYCLINE,GRANISETRON,0.111111111,0,0,0
MINOCYCLINE,GUANIDINE,0.05,0,0,0
MINOCYCLINE,HALOFANTRINE,0.081632653,0,0,0
MINOCYCLINE,HOMATROPINE,0.135802469,0,0,0
MINOCYCLINE,IBANDRONATE,0.075949367,0,0,0
MINOCYCLINE,IOBENGUANE,0.077922078,0,0,0
MINOCYCLINE,IOBITRIDOL,0.08045977,0,0,0
MINOCYCLINE,IOXILAN,0.086956522,0,0,0
MINOCYCLINE,IMIDUREA,0.101265823,0,0,0
MINOCYCLINE,IVERMECTIN,0.106382979,0,0,0
MINOCYCLINE,ISOPROPYL MYRISTATE,0.052631579,0,0,0
MINOCYCLINE,KAVA,0.127906977,0,0,0
MINOCYCLINE,LINAGLIPTIN,0.098214286,0,0,0
MINOCYCLINE,LIGHT GREEN SF YELLOWISH,0.108910891,0,0,0
MINOCYCLINE,LIFITEGRAST,0.111111111,0,0,0
MINOCYCLINE,LURASIDONE,0.112244898,0,0,0
MINOCYCLINE,LUMEFANTRINE,0.106382979,0,0,0
MINOCYCLINE,LUSUTROMBOPAG,0.092436975,0,0,0
MINOCYCLINE,MAZINDOL,0.119047619,0,0,0
MINOCYCLINE,MAFENIDE,0.1,0,0,0
MINOCYCLINE,MELOXICAM,0.086021505,0,0,0
MINOCYCLINE,MERADIMATE,0.168674699,0,0,0
MINOCYCLINE,METHOCARBAMOL,0.142857143,0,0,0
MINOCYCLINE,METFORMIN,0.088235294,0,0,0
MINOCYCLINE,METARAMINOL,0.093333333,0,0,0
MINOCYCLINE,METAXALONE,0.084337349,0,0,0
MINOCYCLINE,METHYL AMINOLEVULINATE,0.069444444,0,0,0
MINOCYCLINE,MIZOLASTINE,0.098039216,0,0,0
MINOCYCLINE,MINOCYCLINE,1,1,1,1
MINOCYCLINE,MORPHINE,0.146067416,0,0,0
MINOCYCLINE,MYCOPHENOLIC ACID,0.107526882,0,0,0
MINOCYCLINE,NABILONE,0.147368421,0,0,0
MINOCYCLINE,NALOXONE,0.172043011,0,0,0
MINOCYCLINE,NAFARELIN,0.125,0,0,0
MINOCYCLINE,NELARABINE,0.074468085,0,0,0
MINOCYCLINE,NIACIN,0.098591549,0,0,0
MINOCYCLINE,NORGESTIMATE,0.107843137,0,0,0
MINOCYCLINE,NORFLURANE,0,0,0,0
MINOCYCLINE,OUABAIN,0.114035088,0,0,0
MINOCYCLINE,OMIDENEPAG ISOPROPYL,0.079646018,0,0,0
MINOCYCLINE,OLMESARTAN,0.08490566,0,0,0
MINOCYCLINE,OTESECONAZOLE,0.066037736,0,0,0
MINOCYCLINE,OXYMETAZOLINE,0.091954023,0,0,0
MINOCYCLINE,OXITRIPTAN,0.095238095,0,0,0
MINOCYCLINE,PALONOSETRON,0.101123596,0,0,0
MINOCYCLINE,PADIMATE O,0.175,0,0,0
MINOCYCLINE,PANCURONIUM,0.102040816,0,0,0
MINOCYCLINE,PARTHENOLIDE,0.113636364,0,0,0
MINOCYCLINE,PEXIDARTINIB,0.04950495,0,0,0
MINOCYCLINE,PHENINDAMINE,0.096385542,0,0,0
MINOCYCLINE,PIMECROLIMUS,0.119047619,0,0,0
MINOCYCLINE,PINDOLOL,0.078651685,0,0,0
MINOCYCLINE,PILOCARPINE,0.107142857,0,0,0
MINOCYCLINE,PIRENZEPINE,0.127659574,0,0,0
MINOCYCLINE,PIRBUTEROL,0.109756098,0,0,0
MINOCYCLINE,POTASSIUM CATION,0,0,0,0
MINOCYCLINE,PRAMIPEXOLE,0.069767442,0,0,0
MINOCYCLINE,PRILOCAINE,0.097560976,0,0,0
MINOCYCLINE,PRIMAQUINE,0.063829787,0,0,0
MINOCYCLINE,PROPYL ALCOHOL,0.048387097,0,0,0
MINOCYCLINE,PREDNISOLONE PHOSPHATE,0.118811881,0,0,0
MINOCYCLINE,PRAZIQUANTEL,0.112359551,0,0,0
MINOCYCLINE,PSEUDOEPHEDRINE,0.097222222,0,0,0
MINOCYCLINE,REPOTRECTINIB,0.098039216,0,0,0
MINOCYCLINE,RIFAXIMIN,0.113636364,0,0,0
MINOCYCLINE,RIMEXOLONE,0.138297872,0,0,0
MINOCYCLINE,RITODRINE,0.101265823,0,0,0
MINOCYCLINE,RAMELTEON,0.134831461,0,0,0
MINOCYCLINE,SELENIUM SULFIDE,0,0,0,0
MINOCYCLINE,SEMAGLUTIDE,0.075268817,0,0,0
MINOCYCLINE,SETMELANOTIDE,0.124087591,0,0,0
MINOCYCLINE,SITAGLIPTIN,0.114583333,0,0,0
MINOCYCLINE,SODIUM LAURYL SULFOACETATE,0.075949367,0,0,0
MINOCYCLINE,SUCCINYLCHOLINE,0.070422535,0,0,0
MINOCYCLINE,TADALAFIL,0.121212121,0,0,0
MINOCYCLINE,TIBOLONE,0.131868132,0,0,0
MINOCYCLINE,TECHNETIUM TC-99M PYROPHOSPHATE,0.014925373,0,0,0
MINOCYCLINE,TENOFOVIR DISOPROXIL,0.079207921,0.023809524,0.046511628,0.048112522
MINOCYCLINE,TEMAZEPAM,0.127906977,0,0,0
MINOCYCLINE,TESTOSTERONE UNDECANOATE,0.11,0.017857143,0.035087719,0.035136418
MINOCYCLINE,THIOTEPA,0.014925373,0,0,0
MINOCYCLINE,TIROFIBAN,0.11,0,0,0
MINOCYCLINE,TOLCAPONE,0.139240506,0,0,0
MINOCYCLINE,TRIMIPRAMINE,0.086419753,0,0,0
MINOCYCLINE,TROLEANDOMYCIN,0.127272727,0,0,0
MINOCYCLINE,TYROPANOIC ACID,0.078651685,0,0,0
MINOCYCLINE,VADADUSTAT,0.11627907,0.022727273,0.044444444,0.045360921
MINOCYCLINE,VALACICLOVIR,0.083333333,0.027777778,0.054054054,0.060858062
MINOCYCLINE,VALINE,0.074626866,0,0,0
MINOCYCLINE,VINFLUNINE,0.107142857,0,0,0
MINOCYCLINE,VOCLOSPORIN,0.083333333,0,0,0
MINOCYCLINE,XYLOSE,0.041666667,0,0,0
MINOCYCLINE,ZINC SULFATE,0.032258065,0,0,0
MINOCYCLINE,ZOTEPINE,0.08988764,0,0,0
MINOCYCLINE,ZUCAPSAICIN,0.10989011,0,0,0
MORPHINE,ACETYLCARNITINE,0.028985507,0,0,0
MORPHINE,ACETYLCYSTEINE,0.03125,0.037037037,0.071428571,0.071428571
MORPHINE,ALIMEMAZINE,0.070422535,0,0,0
MORPHINE,ALLANTOIN,0.078125,0,0,0
MORPHINE,ALMASILATE,0.019607843,0,0,0
MORPHINE,ALUMINUM HYDROXIDE,0,0,0,0
MORPHINE,AMISULPRIDE,0.142857143,0.181818182,0.307692308,0.3086067
MORPHINE,AMPICILLIN,0.125,0.038461538,0.074074074,0.074124932
MORPHINE,ARMODAFINIL,0.075757576,0.05,0.095238095,0.101015254
MORPHINE,ARTEMOTIL,0.08974359,0,0,0
MORPHINE,ATOGEPANT,0.12962963,0.095238095,0.173913043,0.178174161
MORPHINE,ATORVASTATIN,0.101123596,0.176470588,0.3,0.314485451
MORPHINE,AVOBENZONE,0.073529412,0,0,0
MORPHINE,BENDAMUSTINE,0.084337349,0,0,0
MORPHINE,BETHANIDINE,0.075757576,0,0,0
MORPHINE,BIOTIN,0.053333333,0,0,0
MORPHINE,BISPHENOL A DIGLYCIDYL ETHER,0.123076923,0,0,0
MORPHINE,BINIMETINIB,0.096774194,0.157894737,0.272727273,0.283473355
MORPHINE,BOSENTAN,0.051020408,0.055555556,0.105263158,0.119522861
MORPHINE,BREXANOLONE,0.109589041,0,0,0
MORPHINE,BRILLIANT BLUE G,0.070175439,0,0,0
MORPHINE,BROMAZEPAM,0.0625,0,0,0
MORPHINE,BUTABARBITAL,0.046153846,0.019607843,0.038461538,0.043355498
MORPHINE,CABAZITAXEL,0.096,0.181818182,0.307692308,0.3086067
MORPHINE,CALCIUM LACTATE,0.035714286,0,0,0
MORPHINE,CARBAMAZEPINE,0.114754098,0.142857143,0.25,0.262071209
MORPHINE,CARBAMIDE PEROXIDE,0.04,0,0,0
MORPHINE,CARPROFEN,0.08,0,0,0
MORPHINE,CEFAZOLIN,0.113402062,0.037037037,0.071428571,0.071428571
MORPHINE,CEFMETAZOLE,0.098039216,0.045454545,0.086956522,0.089087081
MORPHINE,CEFTAZIDIME,0.102803738,0.05,0.095238095,0.101015254
